N,t,CD_mse,DS_mse,GPA_CD_mse,GPA_DS_mse,CD_time,DS_time,GPA_CD_time,GPA_DS_time
500,4,0.038274950981140136,0.009203715920448304,0.0382279372215271,0.00919147789478302,0.8997401428222657,0.9009642958641052,0.0006649899482727051,0.0006122970581054687
500,5,0.036453323364257814,0.008087369799613952,0.03635773658752441,0.008082477450370789,0.9088431739807129,0.9100806760787964,0.0006595301628112793,0.0006065011024475097
500,6,0.03755167245864868,0.009063482880592347,0.037706258296966555,0.009340435266494751,0.8368440127372742,0.8380071187019348,0.0006134939193725586,0.0005636382102966309
500,7,0.03688463926315308,0.009614671468734742,0.036923394203186036,0.009763561487197876,0.9358508253097534,0.9371527624130249,0.0007282018661499024,0.0006775450706481933
500,8,0.037242414951324465,0.009170191287994385,0.03716560363769531,0.009146426916122436,0.9738588976860046,0.9754202175140381,0.0007641720771789551,0.0006911444664001465
500,9,0.03453505039215088,0.007668557167053222,0.03449874877929687,0.007731109857559204,0.8871415257453918,0.888443899154663,0.0006921935081481934,0.0006347870826721191
500,10,0.03413387298583984,0.008077579736709594,0.03410289764404297,0.008108981847763062,0.8647148418426513,0.8659378814697266,0.0006458187103271485,0.000593721866607666
500,11,0.03457537889480591,0.008871500492095947,0.034314355850219726,0.008671650290489196,0.965645170211792,0.9669953632354736,0.0007305455207824707,0.0006741809844970703
500,12,0.03664633274078369,0.008850480318069459,0.036482818126678467,0.008796052932739258,0.9302715826034545,0.9315325546264649,0.0006853985786437988,0.000634915828704834
500,13,0.03474909067153931,0.007604861259460449,0.03469421863555908,0.007648419141769409,0.9260676121711731,0.9273558902740479,0.0007080411911010742,0.0006618404388427734
500,14,0.035246856212615967,0.010143413543701171,0.03465155839920044,0.009590895771980286,0.8045470786094665,0.8057914662361145,0.0006076860427856446,0.0005499434471130371
500,15,0.03507995843887329,0.008412882089614868,0.03496598958969116,0.00836592674255371,0.875016725063324,0.8763798022270203,0.0006776714324951172,0.0006087064743041992
500,16,0.037841556072235105,0.009153040647506714,0.037871417999267576,0.009320885539054871,0.8215827345848083,0.8228794956207275,0.0006162261962890625,0.0005530405044555664
500,17,0.03623429775238037,0.009077496528625488,0.035991368293762205,0.008901083469390869,0.8167142033576965,0.817871515750885,0.0005879473686218262,0.0005393719673156738
500,18,0.038272721767425535,0.008873816728591919,0.03805999517440796,0.008734164834022522,0.8942110228538513,0.8954902219772339,0.0006697654724121093,0.0006149840354919433
500,19,0.037480447292327884,0.00981503427028656,0.03715584278106689,0.009581738710403442,0.9097228169441223,0.9109813809394837,0.0006760549545288086,0.0006276631355285645
500,20,0.036736781597137454,0.00932992935180664,0.03690393924713135,0.009564167857170104,0.9264502263069153,0.9277176713943481,0.0006810188293457031,0.0006284570693969727
500,21,0.03685131549835205,0.009506723880767821,0.03649602174758911,0.009220979809761047,0.8523312973976135,0.8535025811195374,0.0006203174591064454,0.0005762028694152832
500,22,0.03725978136062622,0.009010059833526611,0.03716381311416626,0.009033620357513428,0.9583550810813903,0.9596953248977661,0.0007230567932128906,0.000668478012084961
500,23,0.03655583381652832,0.008059951066970826,0.03646829605102539,0.008098967671394348,0.8133036756515503,0.8144152760505676,0.0005866146087646485,0.000543515682220459
500,24,0.03599146842956543,0.008246973752975464,0.03590290069580078,0.008252689838409424,0.8502906727790832,0.8514876747131348,0.0006370735168457031,0.0005904960632324218
500,25,0.03586632490158081,0.008189622163772583,0.035683009624481205,0.008067632913589478,0.7893210887908936,0.7904046130180359,0.0005698060989379883,0.0005259275436401367
500,26,0.03546316146850586,0.008948938250541686,0.035440402030944826,0.009046471714973449,0.8810141682624817,0.8822311687469483,0.0006444644927978515,0.0005955648422241211
500,27,0.03536241292953491,0.008506163358688354,0.03528373241424561,0.008548382520675659,0.9659157848358154,0.9672459030151367,0.0007342004776000977,0.0006793260574340821
500,28,0.03489551544189453,0.009472933411598206,0.03447539091110229,0.009108780026435852,0.9211439681053162,0.9224319052696228,0.0006966710090637207,0.0006431651115417481
